Algorithm,NoiseType,SNR,T60,Condition,Metric,Score
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.667457580566406
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.3700224161148071
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4333319664001465
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.190310001373291
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1853642463684082
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4391791820526123
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-1.6798193454742432
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1077532768249512
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6258045434951782
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.073047161102295
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1685696840286255
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.656155526638031
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,0.4345780611038208
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1537784337997437
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.7058306932449341
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.8003339767456055
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.3368486166000366
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.7231284379959106
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.443498611450195
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.5809037685394287
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6238449215888977
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.927399635314941
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1034269332885742
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.3944830596446991
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-1.3412466049194336
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.07695734500885
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5973511934280396
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.67092227935791
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1770905256271362
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5435062646865845
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,1.4034419059753418
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0948480367660522
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6529561877250671
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.2101240158081055
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.4071389436721802
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.682578444480896
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,2.18502140045166
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2475976943969727
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.48907217383384705
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.842341899871826
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1226918697357178
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4319550096988678
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-1.5170838832855225
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0563139915466309
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5730324387550354
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.59269905090332
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1267180442810059
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5273454189300537
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-0.42706793546676636
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0736509561538696
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6264551877975464
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.597438812255859
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.5278654098510742
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6810294985771179
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,1.4765269756317139
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1240211725234985
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.46869999170303345
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,3.6317920684814453
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0844560861587524
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.37652522325515747
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-3.565436363220215
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0409437417984009
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5802522301673889
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,3.958137273788452
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1708308458328247
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5042511224746704
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,1.0874934196472168
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.058771014213562
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6212823987007141
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.491069793701172
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.6463325023651123
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.7404910326004028
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.404572010040283
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.26442551612854
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.46820399165153503
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.203213214874268
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.071920394897461
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.37964436411857605
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-0.9184433221817017
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0671348571777344
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5351333618164062
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.0507025718688965
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0839201211929321
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6046720147132874
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,0.6434562802314758
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0813602209091187
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6141574382781982
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,7.123858451843262
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2521487474441528
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.7392802238464355
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,2.8339476585388184
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1727330684661865
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4669460356235504
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,3.191624879837036
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.061031699180603
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4714381694793701
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-3.4229888916015625
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0527397394180298
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5356276631355286
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.173784255981445
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.3358631134033203
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5226358771324158
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,0.37300199270248413
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0708554983139038
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5980172157287598
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,7.219943523406982
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.8731708526611328
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.733762264251709
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.280282020568848
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.4426586627960205
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5760441422462463
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,8.666528701782227
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1577588319778442
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.41064903140068054
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-2.1554317474365234
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.074277639389038
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.575632631778717
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,3.190089225769043
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2304219007492065
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5248940587043762
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-0.009256844408810139
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.094847321510315
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.641991913318634
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.639463424682617
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.5494980812072754
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6752643585205078
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,2.692657470703125
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.287147045135498
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5337851047515869
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,3.9168825149536133
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.120385766029358
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.36698007583618164
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-2.104094982147217
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1927980184555054
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5357307195663452
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,2.436800718307495
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.3152005672454834
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4568207263946533
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-0.18747641146183014
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2452143430709839
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5955515503883362
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.18935489654541
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.8340860605239868
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6038653254508972
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,1.6017926931381226
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.3425824642181396
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4743357002735138
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.610301494598389
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1245548725128174
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.34748709201812744
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-5.581979751586914
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.107582926750183
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.734379231929779
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,2.304656982421875
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.4080631732940674
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6846101880073547
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-0.7996988892555237
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.162767767906189
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.8166811466217041
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.912787914276123
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.5135672092437744
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6860628128051758
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.154977321624756
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2772860527038574
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6297636032104492
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,3.9615094661712646
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2464797496795654
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6190592050552368
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-1.0072013139724731
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.0839544534683228
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4547105133533478
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.453567028045654
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.4076979160308838
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5011664628982544
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,0.6989008784294128
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1274646520614624
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.4962191581726074
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,7.392784118652344
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,2.025463581085205
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.7326657772064209
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.203656196594238
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.4598106145858765
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.45972245931625366
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,6.073413848876953
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1556297540664673
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.33104220032691956
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,-3.041818141937256
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.1365816593170166
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.520153284072876
DSB,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,4.952558517456055
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.5939435958862305
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.6414670348167419
DSB,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,1.246874213218689
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.190887212753296
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5593594908714294
MVDR,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,7.270786762237549
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,2.24129319190979
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.7890002131462097
MVDR,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,5.409104347229004
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.4130779504776
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.40532612800598145
Denoiser,white,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,8.045663833618164
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",PESQ,1.2370574474334717
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",ESTOI,0.5196719169616699
Denoiser,inter,0.0,0.3,"T60=0.3, SNR=0dB",SI_SDR,0.1967618763446808
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5223126411437988
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8263385891914368
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,12.463790893554688
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.4712448120117188
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.9097840189933777
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,9.11550521850586
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.596510648727417
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8803648948669434
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,15.41398811340332
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.422762155532837
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8981178402900696
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.783039569854736
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7772650718688965
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6755514740943909
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.288630485534668
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4962912797927856
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.795784056186676
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.592738151550293
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7048698663711548
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8540823459625244
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.048676490783691
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.867545247077942
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7798422574996948
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.001927375793457
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.849613904953003
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.9053915143013
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.828950881958008
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0867440700531006
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8434054255485535
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.4132843017578125
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7394864559173584
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6995992660522461
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.680108547210693
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4478344917297363
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6706491708755493
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.95773983001709
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.143723726272583
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8173413276672363
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,12.233243942260742
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.8414442539215088
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8304163813591003
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,9.207883834838867
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2309170961380005
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8657614588737488
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,15.27900218963623
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0968916416168213
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8594503998756409
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.589942455291748
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5674614906311035
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7518964409828186
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.374602317810059
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5815987586975098
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.776272714138031
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.058392524719238
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2522563934326172
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7426415681838989
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.360739707946777
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5937306880950928
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7314289808273315
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.859812259674072
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3783048391342163
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8093966245651245
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,12.05175495147705
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.88065505027771
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8206653594970703
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.159664630889893
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4851174354553223
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.655627965927124
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.87013578414917
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2498232126235962
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.5923574566841125
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.202723503112793
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.418529748916626
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8351132869720459
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.237161636352539
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.727515459060669
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7901015281677246
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.2631306648254395
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.53301203250885
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8809836506843567
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.863789558410645
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.473477602005005
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.84196937084198
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.808846473693848
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.192502737045288
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8388559222221375
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,11.145505905151367
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5470850467681885
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7538931965827942
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.834208488464355
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4190359115600586
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8488615155220032
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.167856216430664
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.1328561305999756
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8650028705596924
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.796146392822266
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5594682693481445
